44067	454	13
226	1542	21
9370	7885	8
553	7713	14
3847	7296	3
2676	9185	8
105	3738	29
4677	3537	2
189	714	17
1484	2054	7
1720	5635	28
103	415	10
111	4131	11
16760	5775	25
102	7538	12
207	109	3
3402	625	2
14	1488	13
14878	3850	6
2319	8535	8
3951	7897	13
3021	9645	28
322	1821	11
123	7880	7
657	5123	7
1006	1220	20
1686	9737	4
2925	532	31
1687	9763	24
188	7854	18
976	5520	3
24834	6186	5
246	2625	12
541	2273	6
105	5297	6
103	3037	5
56275	2544	8
4945	5875	36
2728	3003	24
5724	7931	3
49995	5759	29
101	4124	17
14	5796	40
528	6789	13
13696	7036	2
314	6565	9
102	8315	4
101	873	32
147	1506	8
1355	6093	8
19550	8638	11
2	1714	12
35028	655	17
180	2769	17
12374	6686	12
7388	2145	1
2658	9594	17
111	6525	33
7239	4071	4
18492	2325	28
43671	2576	31
101	9616	22
158	8963	15
102	3774	6
14	1936	15
689	6832	16
5173	243	3
16055	8877	21
11818	7448	1
492	6135	29
7565	4684	3
855	8180	4
113	3517	1
1198	5403	16
134	5321	13
16	2010	1
101	8223	2
1077	287	16
11159	1378	17
45852	2968	2
1808	7978	12
52537	5	18
